"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
,,,,,,,,,,,,,,,,,,
171811, 29MAY21, 29MAY21, S1,203659,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171811, 29MAY21, 29MAY21, S1,203659,  B,2,  , ST,   , WS4  ,  ROP,0.2,1.5,280.37,43.5, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
171811, 29MAY21, 29MAY21, S1,203659,  C,3,  , ST,   , CSX  ,  ROP,0,0.4,29.72,11.6, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171811, 29MAY21, 29MAY21, S1,203659,  D,4,  , ST,   , CSX  ,  ROP,0,0.3,40,8.7, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
171819, 29MAY21, 29MAY21, S1,203659,  A,1,  , ST,   , WSM  ,  ROP,0.09,0.5,37.5,14.5,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171819, 29MAY21, 29MAY21, S1,203659,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171821, 29MAY21, 29MAY21, S1,203659,  A,1,  , ST,   , WS4  ,  ROP,1.34,1.9,355.13,55.1, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
171821, 29MAY21, 29MAY21, S1,203659,  B,2,  , ST,   , CSX  ,  ROP,0,0.4,29.72,11.6, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171821, 29MAY21, 29MAY21, S1,203659,  B,5,  , ST,   , CSX  ,  ROP,0,0,-10,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
171821, 29MAY21, 29MAY21, S1,203659,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171821, 29MAY21, 29MAY21, S1,203659,  D,4,  , ST,   , ISM  ,  ROP,0.38,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
        ,        ,        ,   ,     ***,   ,    ,  ,   ,   ,      ,     ,105.52,193.6,31511.06,5614.4,           ,              ,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,2.85,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0.02,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  E,6,  , ST,   , WS4  ,  ROP,0.2,0.3,56.07,11.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
169817, 06MAY21, 07MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0.02,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
169905, 07MAY21, 07MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0,0,0, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
169905, 07MAY21, 07MAY21, S1,204777,  E,6, *, ST,   , ISM  ,  ROP,0,-0.3,-221,-11.4, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
169905, 07MAY21, 07MAY21, S1,204777,  F,7, *, ST,   , ISM  ,  ROP,0,-0.5,-71.4,-19, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170229, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.38,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170229, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170229, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170230, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.6,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170230, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170230, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170232, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.23,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170232, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170232, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170334, 13MAY21, 13MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0.45,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170371, 11MAY21, 11MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0.75,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170388, 10MAY21, 10MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,5.85,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170388, 10MAY21, 10MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0.02,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170388, 10MAY21, 10MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170391, 11MAY21, 11MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,2.6,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170391, 11MAY21, 11MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0.15,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170391, 11MAY21, 11MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170391, 11MAY21, 11MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
170393, 13MAY21, 13MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0.65,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,4.25,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0.97,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0.02,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,1.04,1,71.4,38, REMOTE    , REPLACE REMOT,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0.58,0.5,71.4,19, BSF       , PERFORM PREMI,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  I,10,  , ST,   , ISM  ,  ROP,0,0.3,42.84,11.4, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  J,11,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  K,12,  , ST,   , ISM  ,  ROP,0,0.1,14.28,3.8, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  L,13,  , ST,   , ISM  ,  ROP,0.85,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  M,14,  , ST,   , ISM  ,  ROP,0,0.4,20,15.2, M5120     , TIRE REPAIR  ,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  O,16,  , ST,   , ISM  ,  ROP,0,0.3,30,11.4, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,204777,  P,17,  , ST,   , ISM  ,  ROP,4.3,2,285.6,76, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
170479, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.26,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170479, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170479, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170483, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,1.12,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170483, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170483, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170520, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.82,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170520, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170520, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170524, 06MAY21, 06MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.73,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
170524, 06MAY21, 06MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170524, 06MAY21, 06MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170550, 07MAY21, 07MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,0.12,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,4.9,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0.31,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0.2,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
170716, 19MAY21, 19MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.31,1,71.4,38, REMOTE    , REPLACE REMOT,"        "
,,,,,,,,,,,,,,,,,,
170732, 14MAY21, 18MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,2.8,3.5,350,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170732, 14MAY21, 18MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.5,113,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170732, 14MAY21, 18MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170732, 18MAY21, 18MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.3,30,11.4, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170732, 18MAY21, 18MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
170732, 18MAY21, 18MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.22,0.1,14.28,3.8, MISC      ,3,"        "
,,,,,,,,,,,,,,,,,,
170732, 18MAY21, 18MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0.4,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,5.63,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0.02,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,1.52,1.5,214.2,57, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0.02,0.1,14.28,3.8, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0.23,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.55,0.5,71.4,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170955, 21MAY21, 21MAY21, S1,204777,  I,10,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170959, 19MAY21, 19MAY21, S1,204777,  J,11,  , ST,   , ISM  ,  ROP,0.31,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171069, 19MAY21, 20MAY21, S1,204777,  M,14,  , ST,   , ISM  ,  ROP,0.47,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,4.6,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  I,10,  , ST,   , ISM  ,  ROP,0.45,0.5,71.4,19, BSF       , PERFORM PREMI,"        "
,,,,,,,,,,,,,,,,,,
171079, 19MAY21, 19MAY21, S1,204777,  J,11,  , ST,   , ISM  ,  ROP,0.02,0.1,14.28,3.8, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171092, 26MAY21, 27MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,3.94,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
171092, 26MAY21, 27MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171092, 26MAY21, 27MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,1.01,0.5,71.4,19, BATTERY   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
171092, 26MAY21, 27MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171092, 27MAY21, 27MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.02,0.2,28.56,7.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
171092, 27MAY21, 27MAY21, S1,204777,  H,9,  , ST,   , ISM  ,  ROP,0.56,0.5,71.4,19, BSF       , PERFORM PREMI,"        "
,,,,,,,,,,,,,,,,,,
171092, 27MAY21, 27MAY21, S1,204777,  I,10,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171092, 27MAY21, 27MAY21, S1,204777,  J,11,  , ST,   , ISM  ,  ROP,4.03,2,285.6,76, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
171156, 19MAY21, 19MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,1.04,1,71.4,38, REMOTE    , REPLACE REMOT,"        "
,,,,,,,,,,,,,,,,,,
171169, 20MAY21, 28MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,1.39,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
171169, 20MAY21, 28MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,1.21,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171184, 20MAY21,        , S1,204777,  A,1,  , ST,   , ISM  ,  ROP,3.09,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
171184, 20MAY21,        , S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171218, 20MAY21, 26MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,3.19,3.5,357,133, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
171218, 20MAY21, 26MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0.28,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171218, 20MAY21, 26MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171260, 20MAY21, 20MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.86,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
171260, 20MAY21, 20MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171260, 20MAY21, 20MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0.02,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171264, 20MAY21, 20MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.17,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
171264, 20MAY21, 20MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171264, 20MAY21, 20MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171267, 28MAY21, 28MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.95,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
171267, 28MAY21, 28MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0.01,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171267, 28MAY21, 28MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0.02,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171443, 26MAY21, 26MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.65,0.5,65,19, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171496, 27MAY21, 27MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,2.17,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
171496, 27MAY21, 27MAY21, S1,204777,  C,4,  , ST,   , ISM  ,  ROP,0,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171496, 27MAY21, 27MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,0.02,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
171496, 27MAY21, 27MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171496, 27MAY21, 27MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  A,1,  , ST,   , ISM  ,  ROP,3.06,3.5,357,133, CERT      , SUBARU CERTIF,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  B,2,  , ST,   , ISM  ,  ROP,0.27,0.5,71.4,19, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  D,5,  , ST,   , ISM  ,  ROP,1.71,0.2,28.56,7.6, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  E,6,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  F,7,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171497, 26MAY21, 27MAY21, S1,204777,  G,8,  , ST,   , ISM  ,  ROP,0.3,1,71.4,38, REMOTE    , REPLACE REMOT,"        "
,,,,,,,,,,,,,,,,,,
171508, 25MAY21, 25MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,1.26,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
171508, 25MAY21, 25MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171508, 25MAY21, 25MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
171510, 25MAY21, 25MAY21, S1,204777,  A,1,  , ST,   , ISP  ,  ROP,0.48,0.7,120.91,26.6, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
171510, 25MAY21, 25MAY21, S1,204777,  C,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.8, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
171510, 25MAY21, 25MAY21, S1,204777,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.8, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
