"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
170709, 14MAY21, 14MAY21, S1,178894,  B,7,  , ST,   , WSAS ,  ROP,0,1,186.91,36.5,10101, EVACUATE & RE,"        "
,,,,,,,,,,,,,,,,,,
170711, 11MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,1.63,7.4,1065.21,270.1, 60KP      , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
170711, 11MAY21, 13MAY21, S1,178894,  A,4,  , ST,   , CSX  ,  ROP,0,0,-50,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
170711, 11MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,1.18,1.9,355.13,69.35, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
170711, 11MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170714, 10MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , WSM  ,  ROP,0.72,2.5,187.5,91.25,100661," PERFORMED 30,","        "
,,,,,,,,,,,,,,,,,,
170714, 10MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,1.18,1.9,355.13,69.35, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
170714, 10MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170728, 11MAY21, 11MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.99,2.5,367.29,91.25, WINDSHIELD, REPLACE FRONT,"        "
,,,,,,,,,,,,,,,,,,
170728, 11MAY21, 11MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  B,1,  , ST,   , CSX  ,  ROP,2.07,5.2,948.5,189.8, MISC      , SEE TECH NOTE,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  C,2,  , ST,   , CSX  ,  ROP,0.4,0.4,29.72,14.6, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  D,3,  , ST,   , CSX  ,  ROP,0.43,0.3,40,10.95, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  E,4,  , ST,   , CSX  ,  ROP,2.64,3.5,707.83,127.75, DIAG      , SEE TECH NOTE,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  F,5,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,178894,  H,7,  , ST,   , CSX  ,  ROP,0.96,1.5,298.5,54.75, FBR       , REPLACE FRONT,"        "
,,,,,,,,,,,,,,,,,,
170742, 14MAY21, 14MAY21, S1,178894,  I,8, *, ST,   , WS4  ,  ROP,2.02,0.8,149.53,29.2,15201, CONDENSER R&R,"        "
,,,,,,,,,,,,,,,,,,
170742, 14MAY21, 14MAY21, S1,178894,  I,9,  , ST,   , WS4  ,  ROP,0,1,186.91,36.5,10101, EVACUATE & RE,"        "
,,,,,,,,,,,,,,,,,,
170743, 11MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.45,2.5,606.65,91.25, 30KM      , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
170743, 11MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.15,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170743, 11MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.8,1.1,205.6,40.15, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170743, 11MAY21, 13MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170746, 11MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.6,2.5,606.65,91.25, 30KM      , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
170746, 11MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.19,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170746, 11MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.66,1.1,205.6,40.15, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170746, 11MAY21, 13MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170753, 11MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.8,1.3,180.86,47.45, 6KP       , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
170753, 11MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0.24,0.3,60.11,10.95, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
170753, 11MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0.2,0,0,0, WIPER     , REMOVE AND RE,"        "
,,,,,,,,,,,,,,,,,,
170753, 11MAY21, 13MAY21, S1,178894,  D,4,  , ST,   , WS4  ,  ROP,1.19,1.9,355.13,69.35, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
170753, 11MAY21, 13MAY21, S1,178894,  E,5,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170775, 12MAY21, 13MAY21, S1,178894,  F,6,  , ST,   , CSX  ,  ROP,0,0.5,69.22,18.25, BULB      , REPLACE BULB(,"        "
,,,,,,,,,,,,,,,,,,
170816, 14MAY21, 18MAY21, S1,178894,  A,1, *, ST,   , WS4  ,  OPP,2.42,2.4,448.58,87.6, DIAG      , see tech note,"        "
,,,,,,,,,,,,,,,,,,
170816, 14MAY21, 18MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170816, 14MAY21, 18MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0.4,0.4,29.72,14.6, LOF       , PERFORM OIL A,"        "
,,,,,,,,,,,,,,,,,,
170816, 14MAY21, 18MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,1.05,2,398,73, RBR       , REPLACE REAR ,"        "
,,,,,,,,,,,,,,,,,,
170816, 14MAY21, 18MAY21, S1,178894,  E,5,  , ST,   , CSX  ,  ROP,1.68,3.8,982.14,138.7, 6K        , see tech note,"        "
,,,,,,,,,,,,,,,,,,
170816, 18MAY21, 18MAY21, S1,178894,  A,1, *, ST,   , WS4  ,  ROP,0,-0.6,-112.14,-21.9,303841, CVT VALVE BOD,"        "
,,,,,,,,,,,,,,,,,,
170821, 13MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , WSM  ,  ROP,0.33,0.5,37.5,18.25,100661," PERFORMED 18,","        "
,,,,,,,,,,,,,,,,,,
170821, 13MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.62,1.1,205.6,40.15, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170821, 13MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.2,0.2,37.38,7.3, DIAG      , SEE TECH NOTE,"        "
,,,,,,,,,,,,,,,,,,
170821, 13MAY21, 13MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170826, 12MAY21, 12MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,1.54,2,306.11,73, 132KP     , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
170826, 12MAY21, 12MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170827, 13MAY21, 13MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0.53,1,199,36.5, DIAG      , see tech note,"        "
,,,,,,,,,,,,,,,,,,
170840, 12MAY21, 12MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.35,0.3,29.72,10.95, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
170840, 12MAY21, 12MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0.24,0.4,40,14.6, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
170840, 12MAY21, 12MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0.15,0.2,0,7.3, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170840, 12MAY21, 12MAY21, S1,178894,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170861, 12MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,0.33,0.3,40.44,10.95, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
170861, 12MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , CSR  ,  ROP,0.42,0.4,40,14.6, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
170861, 12MAY21, 13MAY21, S1,178894,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170861, 13MAY21, 13MAY21, S1,178894,  C,3, *, ST,   , WS4  ,  ROP,0.28,0.8,149.53,29.2,182031, PASSENGER SID,"        "
,,,,,,,,,,,,,,,,,,
170864, 12MAY21, 13MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,0.4,0.4,74.76,14.6, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
170864, 12MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170883, 12MAY21, 13MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170883, 13MAY21, 13MAY21, S1,178894,  A,1, *, ST,   , WS4  ,  ROP,1.2,1.6,299.06,58.4,182031, PASSENGER SID,"        "
,,,,,,,,,,,,,,,,,,
170917, 17MAY21, 29MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,1.05,1,200,36.5, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170917, 17MAY21, 29MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,1.08,0,0,0, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170917, 17MAY21, 29MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170917, 17MAY21, 29MAY21, S1,178894,  E,5,  , ST,   , CSR  ,  ROP,0.2,0.3,54.54,10.95, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170923, 15MAY21, 17MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,1.09,2,344.23,73, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170923, 15MAY21, 17MAY21, S1,178894,  B,2,  , ST,   , CSR  ,  ROP,1.21,2,452,73, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170923, 15MAY21, 17MAY21, S1,178894,  C,3,  , ST,   , CSR  ,  ROP,0.42,0.5,0,18.25, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170923, 15MAY21, 17MAY21, S1,178894,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170923, 15MAY21, 17MAY21, S1,178894,  E,5,  , ST,   , CSR  ,  ROP,1.42,2,452,73, RBR       , REPLACE REAR ,"        "
,,,,,,,,,,,,,,,,,,
170946, 13MAY21, 19MAY21, S1,178894,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, WRB21     , WRB21 17-18 F,"        "
,,,,,,,,,,,,,,,,,,
170947, 13MAY21, 14MAY21, S1,178894,  A,1,  , ST,   , WSM  ,  ROP,0.45,0.7,52.5,25.55,100661," performed 24,","        "
,,,,,,,,,,,,,,,,,,
170947, 13MAY21, 14MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.11,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170947, 13MAY21, 14MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.55,1.1,205.6,40.15, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170947, 13MAY21, 14MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170963, 14MAY21, 14MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.45,2,333.15,73, 12KP      , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
170963, 14MAY21, 14MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.18,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170963, 14MAY21, 14MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170980, 14MAY21, 14MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,0.22,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170980, 14MAY21, 14MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.65,1.1,205.6,40.15, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170980, 14MAY21, 14MAY21, S1,178894,  C,3,  , ST,   , WSM  ,  ROP,0.92,2.5,187.5,91.25,100661," performed 30,","        "
,,,,,,,,,,,,,,,,,,
170980, 14MAY21, 14MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170994, 14MAY21, 14MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,0.13,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170994, 14MAY21, 14MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.47,1.1,205.6,40.15,181341, ECM CID / DTC,"        "
,,,,,,,,,,,,,,,,,,
170994, 14MAY21, 14MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,1.35,1.9,355.13,69.35, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.17,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.47,1.5,280.37,54.75, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  D,5, *, ST,   , WSM  ,  OPP,0.46,0.1,187.5,3.65,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  E,6,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170997, 14MAY21, 19MAY21, S1,178894,  F,7,  , ST,   , CSX  ,  ROP,0.25,0.3,0,10.95, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
170997, 19MAY21, 19MAY21, S1,178894,  D,5, *, ST,   , WSM  ,  ROP,0,2.4,0,87.6,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171440, 24MAY21, 26MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171440, 26MAY21, 26MAY21, S1,178894,  A,1, *, ST,   , WS4  ,  ROP,0.5,0.5,93.46,18.25,800001, BATTERY TEST ,"        "
,,,,,,,,,,,,,,,,,,
171460, 24MAY21, 26MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,3.42,8,1125.89,292, 60KP      , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
171460, 24MAY21, 26MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171460, 26MAY21, 26MAY21, S1,178894,  B,4, *, ST,   , WS4  ,  ROP,0.18,0.2,37.38,7.3,104208, WRB21 17-18 F,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,1.86,4.5,696.5,164.25, DIAG      , SEE TECH NOTE,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, MISC      , INSTALLED NEW,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  B,8,  , ST,   , CSX  ,  ROP,0,0,-17.12,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0.25,1.7,149.95,62.05, 4WA       , PERFORM 4 WHE,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  D,7,  , ST,   , CSX  ,  ROP,0,0,-50,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  E,5,  , ST,   , CSX  ,  ROP,0.9,2,398,73, FBR       , REPLACE FRONT,"        "
,,,,,,,,,,,,,,,,,,
171516, 25MAY21, 25MAY21, S1,178894,  E,6,  , ST,   , CSX  ,  ROP,0,0,-50,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
171524, 25MAY21, 26MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,0.32,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171524, 25MAY21, 26MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.93,1.5,280.37,54.75, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
171524, 25MAY21, 26MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171530, 25MAY21, 26MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,1.23,5.2,812.04,189.8, 30KV      , PERFORM THE V,"        "
,,,,,,,,,,,,,,,,,,
171530, 25MAY21, 26MAY21, S1,178894,  A,5,  , ST,   , CSX  ,  ROP,0,0,-50,0, COUPON    , $50.00 off of,"        "
,,,,,,,,,,,,,,,,,,
171530, 25MAY21, 26MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.24,0.3,56.07,10.95, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171530, 25MAY21, 26MAY21, S1,178894,  C,3,  , ST,   , WS4  ,  ROP,0.36,0.5,93.46,18.25, WRJ20     , WRJ20 POWER R,"        "
,,,,,,,,,,,,,,,,,,
171530, 25MAY21, 26MAY21, S1,178894,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171542, 25MAY21, 26MAY21, S1,178894,  B,2,  , ST,   , CSR  ,  ROP,1.43,0,0,0, NPF       , INSPECTED VEC,"        "
,,,,,,,,,,,,,,,,,,
171550, 26MAY21, 26MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,1.11,2.5,475,91.25, WINDSHIELD, REPLACED WIND,"        "
,,,,,,,,,,,,,,,,,,
171550, 26MAY21, 26MAY21, S1,178894,  E,5,  , ST,   , CSX  ,  ROP,0.35,1,150.78,36.5, BRK       , BRAKE FLUID E,"        "
,,,,,,,,,,,,,,,,,,
171550, 26MAY21, 26MAY21, S1,178894,  F,6,  , ST,   , CSX  ,  ROP,0.1,0.3,58.5,10.95, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
171550, 26MAY21, 26MAY21, S1,178894,  G,7,  , ST,   , CSX  ,  ROP,0.15,0.3,58.5,10.95, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
171550, 26MAY21, 26MAY21, S1,178894,  H,9,  , ST,   , CSX  ,  ROP,1.07,2,398,73, RBR       , REPLACE REAR ,"        "
,,,,,,,,,,,,,,,,,,
171567, 26MAY21, 27MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171567, 26MAY21, 27MAY21, S1,178894,  D,4,  , ST,   , CSR  ,  ROP,0.62,1,200,36.5, BSF       , PERFORM PREMI,"        "
,,,,,,,,,,,,,,,,,,
171567, 26MAY21, 27MAY21, S1,178894,  E,5,  , ST,   , CSR  ,  ROP,0.11,0.5,72.68,18.25, BULB      , REPLACE BULB(,"        "
,,,,,,,,,,,,,,,,,,
171567, 27MAY21, 27MAY21, S1,178894,  A,1, *, ST,   , WS4  ,  ROP,0.99,3,560.73,109.5,182031, PASSENGER SID,"        "
,,,,,,,,,,,,,,,,,,
171582, 26MAY21, 27MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0.8,0.8,0,29.2, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
171582, 26MAY21, 27MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171582, 27MAY21, 27MAY21, S1,178894,  A,1, *, ST,   , WSM  ,  ROP,0.38,0.7,52.5,25.55,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171600, 26MAY21, 26MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,1.14,1,200,36.5, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
171600, 26MAY21, 26MAY21, S1,178894,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171607, 27MAY21, 27MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,1.01,2.5,475,91.25, WINDSHIELD, REPLACE FRONT,"        "
,,,,,,,,,,,,,,,,,,
171614, 27MAY21, 28MAY21, S1,178894,  D,2,  , ST,   , CSX  ,  ROP,1.07,2.5,475,91.25, WINDSHIELD, REPLACE FRONT,"        "
,,,,,,,,,,,,,,,,,,
171614, 27MAY21, 28MAY21, S1,178894,  D,5,  , ST,   , CSX  ,  ROP,0,0,-245,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
171616, 27MAY21, 27MAY21, S1,178894,  A,1,  , ST,   , WS4  ,  ROP,1.14,1.5,280.37,54.75, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
171616, 27MAY21, 27MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,1.3,0.5,93.46,18.25,511102, FRONT BRAKE S,"        "
,,,,,,,,,,,,,,,,,,
171616, 27MAY21, 27MAY21, S1,178894,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171619, 27MAY21, 27MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,0.86,2.5,606.65,91.25, 30KM      , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
171619, 27MAY21, 27MAY21, S1,178894,  B,2,  , ST,   , WS4  ,  ROP,0.17,0.3,56.07,10.95, WRD21     , WRD21-1: REAR,"        "
,,,,,,,,,,,,,,,,,,
171619, 27MAY21, 27MAY21, S1,178894,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171652, 27MAY21, 28MAY21, S1,178894,  A,1,  , ST,   , CSX  ,  ROP,3.42,7,1091.04,255.5, 60KV      , PERFORM THE V,"        "
,,,,,,,,,,,,,,,,,,
171652, 27MAY21, 28MAY21, S1,178894,  A,3,  , ST,   , CSX  ,  ROP,0,0,-50,0, COUPON    , COUPON DISCOU,"        "
,,,,,,,,,,,,,,,,,,
171652, 28MAY21, 28MAY21, S1,178894,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171661, 28MAY21, 28MAY21, S1,178894,  A,1,  , ST,   , CSR  ,  ROP,2.65,8.3,1185.03,302.95, 60KP      , PERFORM THE P,"        "
,,,,,,,,,,,,,,,,,,
171661, 28MAY21, 28MAY21, S1,178894,  C,2,  , ST,   , WS4  ,  ROP,0.88,1.2,224.29,43.8, WUT05     , WUT05-1: FORE,"        "
,,,,,,,,,,,,,,,,,,
171661, 28MAY21, 28MAY21, S1,178894,  D,3,  , ST,   , WS4  ,  ROP,0.27,0.5,93.46,18.25, WUE90     , WUE90 PLEASE ,"        "
,,,,,,,,,,,,,,,,,,
171661, 28MAY21, 28MAY21, S1,178894,  E,4,  , ST,   , CSX  ,  ROP,3.05,4,673.51,146, HITCH     , INSTALL TRAIL,"        "
,,,,,,,,,,,,,,,,,,
171661, 28MAY21, 28MAY21, S1,178894,  F,5,  , ST,   , CSX  ,  ROP,0.25,0.3,0,10.95, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
